,u,i,ts,label,idx
228,11,360,33424.0,0,229
229,33,34,33434.0,0,230
230,58,85,33526.0,0,231
231,95,80,33541.0,0,232
232,96,323,33587.0,0,233
233,11,270,33645.0,0,234
234,11,310,33645.0,0,235
235,11,201,33645.0,0,236
236,11,334,33645.0,0,237
237,11,605,33645.0,0,238
238,11,446,33645.0,0,239
239,11,828,33645.0,0,240
240,11,676,33645.0,0,241
241,11,79,33645.0,0,242
242,11,214,33645.0,0,243
243,11,313,33645.0,0,244
244,11,479,33645.0,0,245
245,11,316,33645.0,0,246
246,11,328,33645.0,0,247
247,11,367,33645.0,0,248
248,11,41,33645.0,0,249
249,11,360,33645.0,0,250
250,97,17,33650.0,0,251
251,44,98,33869.0,0,252
252,11,41,33901.0,0,253
253,91,137,33938.0,0,254
254,58,591,34082.0,0,255
255,98,44,34085.0,0,256
256,55,198,34128.0,0,257
257,55,17,34128.0,0,258
258,55,349,34128.0,0,259
259,55,166,34128.0,0,260
260,99,11,34225.0,0,261
261,99,307,34225.0,0,262
262,99,433,34225.0,0,263
263,55,166,34252.0,0,264
264,99,433,34358.0,0,265
265,99,307,34358.0,0,266
266,99,11,34358.0,0,267
267,19,73,34371.0,0,268
268,100,206,34383.0,0,269
269,101,14,34500.0,0,270
270,11,41,34502.0,0,271
271,11,41,34531.0,0,272
272,102,87,34566.0,0,273
273,103,82,34573.0,0,274
274,73,19,34624.0,0,275
275,100,158,34713.0,0,276
276,104,7,35023.0,0,277
277,73,2,35166.0,0,278
278,26,370,35224.0,0,279
279,26,222,35224.0,0,280
280,26,15,35224.0,0,281
281,105,39,35380.0,0,282
282,106,825,35388.0,0,283
283,106,8,35388.0,0,284
284,106,829,35388.0,0,285
285,106,410,35388.0,0,286
286,106,506,35388.0,0,287
287,106,642,35388.0,0,288
288,106,54,35388.0,0,289
289,106,808,35388.0,0,290
290,106,119,35388.0,0,291
291,106,523,35388.0,0,292
292,106,157,35388.0,0,293
293,106,158,35388.0,0,294
294,106,424,35388.0,0,295
295,106,311,35388.0,0,296
296,106,263,35388.0,0,297
297,107,20,35420.0,0,298
298,108,39,35641.0,0,299
299,109,9,35731.0,0,300
300,109,34,35731.0,0,301
301,110,116,35739.0,0,302
302,111,96,35995.0,0,303
303,111,411,35995.0,0,304
304,111,494,35995.0,0,305
305,111,151,35995.0,0,306
306,111,379,36092.0,0,307
307,111,179,36092.0,0,308
308,111,442,36092.0,0,309
309,111,521,36092.0,0,310
310,111,151,36092.0,0,311
311,111,494,36092.0,0,312
312,111,177,36092.0,0,313
313,111,194,36092.0,0,314
314,111,411,36092.0,0,315
315,111,323,36092.0,0,316
316,111,96,36092.0,0,317
317,111,584,36092.0,0,318
318,111,393,36092.0,0,319
319,111,830,36092.0,0,320
320,112,44,36324.0,0,321
321,113,421,36346.0,0,322
322,114,106,36473.0,0,323
323,50,194,36573.0,0,324
324,91,19,36632.0,0,325
325,91,118,36632.0,0,326
326,50,248,36666.0,0,327
327,39,108,36669.0,0,328
328,113,421,36686.0,0,329
329,33,34,36745.0,0,330
330,50,96,36768.0,0,331
331,40,255,36838.0,0,332
332,53,122,36915.0,0,333
333,115,147,36941.0,0,334
334,81,122,36963.0,0,335
335,44,81,37079.0,0,336
336,116,110,37090.0,0,337
337,81,122,37104.0,0,338
338,28,265,37139.0,0,339
339,28,53,37139.0,0,340
340,81,44,37159.0,0,341
341,115,85,37162.0,0,342
342,117,58,37243.0,0,343
343,118,98,37277.0,0,344
344,118,250,37277.0,0,345
345,118,486,37277.0,0,346
346,119,106,37321.0,0,347
347,120,324,37399.0,0,348
348,110,116,37414.0,0,349
349,8,311,37417.0,0,350
350,81,44,37651.0,0,351
351,120,132,37684.0,0,352
352,120,328,37684.0,0,353
353,73,2,37709.0,0,354
354,113,421,37826.0,0,355
355,31,6,37845.0,0,356
356,31,6,37862.0,0,357
357,121,25,37939.0,0,358
358,121,266,37939.0,0,359
359,28,470,38045.0,0,360
360,44,195,38089.0,0,361
361,122,81,38131.0,0,362
362,73,2,38148.0,0,363
363,123,192,38249.0,0,364
364,123,590,38249.0,0,365
365,123,220,38249.0,0,366
366,91,149,38285.0,0,367
367,124,13,38287.0,0,368
368,89,238,38297.0,0,369
369,125,418,38315.0,0,370
370,89,238,38339.0,0,371
371,89,238,38372.0,0,372
372,89,238,38405.0,0,373
373,116,110,38424.0,0,374
374,89,238,38433.0,0,375
375,83,486,38452.0,0,376
376,85,115,38467.0,0,377
377,89,238,38503.0,0,378
378,89,238,38530.0,0,379
379,126,13,38549.0,0,380
380,126,104,38549.0,0,381
381,126,77,38549.0,0,382
382,126,415,38549.0,0,383
383,126,416,38549.0,0,384
384,126,7,38549.0,0,385
385,126,59,38549.0,0,386
386,126,418,38549.0,0,387
387,89,238,38556.0,0,388
388,89,238,38580.0,0,389
389,89,238,38598.0,0,390
390,127,684,38609.0,0,391
391,89,238,38624.0,0,392
392,100,169,38708.0,0,393
393,72,19,38710.0,0,394
394,46,757,38721.0,0,395
395,89,331,38779.0,0,396
396,128,53,38849.0,0,397
397,129,262,38862.0,0,398
398,100,591,38886.0,0,399
399,110,134,38979.0,0,400
400,19,73,39090.0,0,401
401,130,268,39106.0,0,402
402,19,262,39144.0,0,403
403,100,231,39156.0,0,404
404,19,262,39208.0,0,405
405,73,2,39419.0,0,406
406,75,330,39437.0,0,407
407,75,10,39437.0,0,408
408,131,207,39458.0,0,409
409,131,97,39458.0,0,410
410,132,120,39597.0,0,411
411,133,139,39616.0,0,412
412,134,110,39747.0,0,413
413,98,118,39757.0,0,414
414,135,170,39759.0,0,415
415,135,26,39759.0,0,416
416,135,76,39759.0,0,417
417,6,31,39832.0,0,418
418,73,19,39859.0,0,419
419,134,292,39873.0,0,420
420,134,827,39873.0,0,421
421,134,89,39873.0,0,422
422,134,110,39873.0,0,423
423,134,231,39873.0,0,424
424,134,478,39873.0,0,425
425,134,48,39873.0,0,426
426,134,360,39873.0,0,427
427,134,299,39873.0,0,428
428,134,79,39873.0,0,429
429,134,325,39873.0,0,430
430,134,238,39873.0,0,431
431,134,831,39873.0,0,432
432,134,828,39873.0,0,433
433,136,31,39911.0,0,434
434,117,410,39967.0,0,435
435,89,338,40037.0,0,436
436,137,91,40292.0,0,437
437,138,303,40311.0,0,438
438,120,132,40427.0,0,439
439,78,44,40442.0,0,440
440,42,21,40446.0,0,441
441,139,133,40463.0,0,442
442,137,91,40536.0,0,443
443,139,30,40537.0,0,444
444,106,114,40794.0,0,445
445,106,515,40794.0,0,446
446,106,27,40794.0,0,447
447,140,406,40802.0,0,448
448,141,58,40853.0,0,449
449,142,19,40989.0,0,450
450,142,118,40989.0,0,451
451,118,486,40995.0,0,452
452,134,48,41037.0,0,453
453,133,139,41067.0,0,454
454,19,340,41145.0,0,455
455,143,114,41271.0,0,456
456,144,145,41297.0,0,457
457,41,11,41438.0,0,458
458,19,73,41565.0,0,459
459,145,144,41585.0,0,460
460,146,145,41637.0,0,461
461,147,44,41678.0,0,462
462,147,184,41678.0,0,463
463,147,111,41678.0,0,464
464,147,289,41678.0,0,465
465,147,312,41678.0,0,466
466,148,44,41680.0,0,467
467,37,33,41736.0,0,468
468,19,262,41790.0,0,469
469,123,590,41810.0,0,470
470,1,825,41845.0,0,471
471,145,146,41854.0,0,472
472,149,91,41952.0,0,473
473,147,111,42035.0,0,474
474,147,98,42035.0,0,475
475,147,170,42035.0,0,476
476,147,166,42035.0,0,477
477,147,115,42035.0,0,478
478,147,101,42145.0,0,479
479,147,115,42145.0,0,480
480,147,209,42145.0,0,481
481,147,166,42145.0,0,482
482,147,170,42145.0,0,483
483,147,98,42145.0,0,484
484,147,111,42145.0,0,485
485,6,136,42195.0,0,486
486,150,19,42200.0,0,487
487,31,6,42223.0,0,488
488,141,2,42229.0,0,489
489,55,198,42292.0,0,490
490,55,17,42292.0,0,491
491,55,349,42292.0,0,492
492,123,590,42340.0,0,493
493,151,96,42360.0,0,494
494,151,194,42360.0,0,495
495,151,494,42360.0,0,496
496,151,179,42360.0,0,497
497,151,177,42360.0,0,498
498,152,39,42439.0,0,499
499,115,7,42481.0,0,500
500,153,3,42486.0,0,501
501,153,3,42515.0,0,502
502,8,644,42548.0,0,503
503,8,263,42548.0,0,504
504,8,54,42548.0,0,505
505,8,642,42548.0,0,506
506,8,278,42548.0,0,507
507,8,506,42548.0,0,508
508,8,832,42548.0,0,509
509,8,410,42548.0,0,510
510,8,27,42548.0,0,511
511,8,296,42548.0,0,512
512,8,548,42548.0,0,513
513,8,808,42548.0,0,514
514,8,119,42548.0,0,515
515,8,321,42548.0,0,516
516,8,1,42548.0,0,517
517,8,308,42548.0,0,518
518,8,603,42548.0,0,519
519,8,389,42548.0,0,520
520,8,825,42548.0,0,521
521,8,261,42548.0,0,522
522,8,302,42548.0,0,523
523,8,311,42548.0,0,524
524,8,106,42548.0,0,525
525,8,114,42548.0,0,526
526,8,482,42548.0,0,527
527,8,523,42548.0,0,528
528,8,157,42548.0,0,529
529,8,182,42548.0,0,530
530,8,247,42548.0,0,531
531,8,158,42548.0,0,532
532,141,2,42709.0,0,533
533,115,85,42890.0,0,534
534,112,305,42893.0,0,535
535,154,19,42896.0,0,536
536,151,833,42939.0,0,537
537,73,19,42963.0,0,538
538,111,179,42977.0,0,539
539,111,494,42977.0,0,540
540,79,214,43089.0,0,541
541,79,74,43089.0,0,542
542,79,54,43089.0,0,543
543,106,119,43116.0,0,544
544,26,370,43127.0,0,545
545,155,159,43173.0,0,546
546,111,179,43218.0,0,547
547,111,96,43218.0,0,548
548,111,494,43218.0,0,549
549,117,19,43305.0,0,550
550,156,13,43413.0,0,551
551,19,262,43424.0,0,552
552,157,261,43455.0,0,553
553,158,138,43538.0,0,554
554,159,155,43565.0,0,555
555,152,39,43573.0,0,556
556,152,378,43573.0,0,557
557,152,340,43573.0,0,558
558,142,23,43575.0,0,559
559,142,187,43575.0,0,560
560,142,98,43575.0,0,561
561,142,118,43575.0,0,562
562,160,252,43601.0,0,563
563,34,84,43642.0,0,564
564,34,545,43801.0,0,565
565,34,5,43801.0,0,566
566,34,9,43801.0,0,567
567,34,150,43801.0,0,568
568,34,561,43801.0,0,569
569,34,221,43801.0,0,570
570,34,109,43811.0,0,571
571,161,235,43873.0,0,572
572,20,107,43878.0,0,573
573,19,262,43994.0,0,574
574,155,159,44069.0,0,575
575,158,3,44188.0,0,576
576,153,3,44218.0,0,577
577,96,151,44263.0,0,578
578,34,33,44324.0,0,579
579,159,155,44365.0,0,580
580,54,19,44439.0,0,581
581,27,106,44468.0,0,582
582,27,496,44468.0,0,583
583,27,114,44468.0,0,584
584,27,372,44468.0,0,585
585,27,515,44468.0,0,586
586,27,8,44468.0,0,587
587,96,151,44475.0,0,588
588,60,598,44532.0,0,589
589,133,150,44585.0,0,590
590,59,126,44631.0,0,591
591,162,169,44662.0,0,592
592,163,178,44781.0,0,593
593,164,432,44946.0,0,594
594,164,122,44946.0,0,595
595,164,81,44946.0,0,596
596,164,254,44946.0,0,597
597,164,57,44946.0,0,598
598,164,44,44946.0,0,599
599,164,78,44946.0,0,600
600,164,189,44946.0,0,601
601,164,148,44946.0,0,602
602,164,440,44946.0,0,603
603,44,81,44973.0,0,604
604,165,56,44987.0,0,605
605,122,164,44992.0,0,606
606,166,215,45081.0,0,607
607,167,296,45094.0,0,608
608,167,308,45094.0,0,609
609,167,119,45094.0,0,610
610,167,302,45094.0,0,611
611,167,106,45094.0,0,612
612,167,158,45094.0,0,613
613,93,407,45283.0,0,614
614,93,453,45283.0,0,615
615,93,240,45283.0,0,616
616,93,47,45283.0,0,617
617,93,191,45283.0,0,618
618,93,827,45283.0,0,619
619,93,331,45283.0,0,620
620,93,270,45283.0,0,621
621,93,110,45283.0,0,622
622,93,277,45283.0,0,623
623,93,231,45283.0,0,624
624,93,455,45283.0,0,625
625,93,205,45283.0,0,626
626,93,725,45283.0,0,627
627,93,102,45283.0,0,628
628,93,317,45283.0,0,629
629,93,346,45283.0,0,630
630,93,471,45283.0,0,631
631,93,507,45283.0,0,632
632,93,428,45283.0,0,633
633,93,218,45283.0,0,634
634,93,549,45283.0,0,635
635,93,356,45283.0,0,636
636,93,612,45283.0,0,637
637,110,134,45301.0,0,638
638,168,90,45343.0,0,639
639,168,348,45343.0,0,640
640,36,50,45466.0,0,641
641,169,100,45753.0,0,642
642,170,111,45787.0,0,643
643,171,211,45803.0,0,644
644,172,431,45891.0,0,645
645,169,43,45898.0,0,646
646,14,432,45965.0,0,647
647,173,193,46091.0,0,648
648,174,58,46139.0,0,649
649,12,571,46184.0,0,650
650,174,58,46184.0,0,651
651,81,44,46239.0,0,652
652,175,439,46391.0,0,653
653,176,313,46441.0,0,654
654,20,3,46514.0,0,655
655,75,188,46563.0,0,656
656,169,409,46601.0,0,657
657,116,40,46637.0,0,658
658,177,151,46650.0,0,659
659,174,58,46683.0,0,660
660,75,196,46806.0,0,661
661,178,163,46823.0,0,662
662,133,98,46823.0,0,663
663,85,115,46836.0,0,664
664,169,89,47001.0,0,665
665,179,125,47214.0,0,666
666,180,196,47348.0,0,667
667,19,262,47379.0,0,668
668,98,133,47415.0,0,669
669,177,151,47417.0,0,670
670,19,54,47423.0,0,671
671,181,190,47709.0,0,672
672,181,136,47709.0,0,673
673,125,179,47836.0,0,674
674,182,19,47922.0,0,675
675,179,125,47975.0,0,676
676,147,115,48013.0,0,677
677,147,184,48013.0,0,678
678,147,101,48013.0,0,679
679,147,44,48013.0,0,680
680,147,166,48013.0,0,681
681,147,312,48013.0,0,682
682,147,209,48013.0,0,683
683,147,170,48013.0,0,684
684,147,98,48013.0,0,685
685,147,111,48013.0,0,686
686,147,187,48013.0,0,687
687,117,19,48059.0,0,688
688,35,145,48201.0,0,689
689,69,19,48276.0,0,690
690,183,118,48277.0,0,691
691,183,649,48277.0,0,692
692,183,91,48277.0,0,693
693,183,500,48277.0,0,694
694,183,151,48277.0,0,695
695,183,486,48277.0,0,696
696,183,134,48277.0,0,697
697,183,97,48277.0,0,698
698,183,460,48277.0,0,699
699,183,268,48277.0,0,700
700,169,409,48295.0,0,701
701,169,43,48295.0,0,702
702,169,185,48295.0,0,703
703,169,305,48295.0,0,704
704,184,227,48344.0,0,705
705,184,147,48413.0,0,706
706,19,262,48441.0,0,707
707,125,179,48483.0,0,708
708,185,169,48573.0,0,709
709,186,330,48599.0,0,710
710,187,147,48625.0,0,711
711,69,437,48627.0,0,712
712,133,98,48667.0,0,713
713,78,81,48766.0,0,714
714,78,472,48766.0,0,715
715,78,330,48766.0,0,716
716,78,169,48766.0,0,717
717,123,220,48816.0,0,718
718,123,590,48816.0,0,719
719,123,192,48816.0,0,720
720,16,90,48857.0,0,721
721,188,235,48940.0,0,722
722,188,91,48940.0,0,723
723,157,263,48963.0,0,724
724,16,476,48993.0,0,725
725,33,34,49061.0,0,726
726,147,557,49068.0,0,727
727,147,144,49068.0,0,728
728,147,35,49068.0,0,729
729,147,103,49068.0,0,730
730,147,146,49068.0,0,731
731,147,38,49068.0,0,732
732,47,80,49240.0,0,733
733,37,33,49276.0,0,734
734,189,81,49283.0,0,735
735,164,122,49319.0,0,736
736,190,136,49332.0,0,737
737,190,181,49332.0,0,738
738,151,177,49369.0,0,739
739,180,140,49369.0,0,740
740,81,189,49378.0,0,741
741,191,86,49400.0,0,742
742,192,123,49545.0,0,743
743,151,183,49555.0,0,744
744,147,101,49616.0,0,745
745,147,115,49616.0,0,746
746,147,184,49616.0,0,747
747,147,209,49616.0,0,748
748,147,170,49616.0,0,749
749,147,111,49616.0,0,750
750,147,166,49616.0,0,751
751,193,173,49773.0,0,752
752,53,364,49827.0,0,753
753,193,173,49948.0,0,754
754,194,151,49963.0,0,755
755,195,148,49993.0,0,756
756,168,402,49998.0,0,757
757,176,605,50118.0,0,758
758,176,11,50118.0,0,759
759,196,180,50280.0,0,760
760,197,449,50285.0,0,761
761,170,135,50371.0,0,762
762,75,43,50372.0,0,763
763,173,193,50473.0,0,764
764,17,97,50607.0,0,765
765,87,507,50654.0,0,766
766,17,198,50782.0,0,767
767,136,31,50933.0,0,768
768,198,166,51239.0,0,769
769,174,58,51251.0,0,770
770,75,185,51292.0,0,771
771,19,69,51295.0,0,772
772,199,181,51334.0,0,773
773,123,590,51372.0,0,774
774,166,591,51391.0,0,775
775,19,165,51450.0,0,776
776,48,299,51698.0,0,777
777,195,44,51704.0,0,778
778,80,216,51760.0,0,779
779,3,158,51801.0,0,780
780,30,282,51870.0,0,781
781,2,73,52140.0,0,782
782,93,231,52194.0,0,783
783,93,277,52194.0,0,784
784,93,110,52194.0,0,785
785,93,331,52194.0,0,786
786,93,240,52194.0,0,787
787,93,191,52194.0,0,788
788,93,47,52194.0,0,789
789,93,407,52194.0,0,790
790,93,453,52194.0,0,791
791,93,827,52194.0,0,792
792,93,455,52194.0,0,793
793,93,270,52194.0,0,794
794,93,725,52194.0,0,795
795,93,356,52194.0,0,796
796,93,549,52194.0,0,797
797,93,218,52194.0,0,798
798,93,428,52194.0,0,799
799,93,507,52194.0,0,800
800,93,612,52194.0,0,801
801,93,205,52194.0,0,802
802,93,346,52194.0,0,803
803,93,317,52194.0,0,804
804,93,102,52194.0,0,805
805,93,471,52194.0,0,806
806,200,208,52362.0,0,807
807,33,37,52369.0,0,808
808,33,34,52478.0,0,809
809,201,214,52628.0,0,810
810,123,590,52781.0,0,811
811,166,135,52791.0,0,812
812,69,19,52980.0,0,813
813,198,17,53064.0,0,814
814,138,594,53092.0,0,815
815,138,281,53092.0,0,816
816,138,303,53092.0,0,817
817,138,255,53092.0,0,818
818,138,394,53092.0,0,819
819,138,417,53092.0,0,820
820,138,488,53092.0,0,821
821,138,18,53092.0,0,822
822,138,208,53092.0,0,823
823,138,476,53092.0,0,824
824,138,304,53092.0,0,825
825,138,159,53092.0,0,826
826,138,95,53092.0,0,827
827,138,66,53092.0,0,828
828,138,155,53092.0,0,829
829,138,834,53092.0,0,830
830,138,475,53092.0,0,831
831,138,818,53092.0,0,832
832,138,491,53092.0,0,833
833,138,519,53092.0,0,834
834,138,371,53092.0,0,835
835,138,327,53092.0,0,836
836,138,40,53092.0,0,837
837,138,445,53092.0,0,838
838,138,290,53092.0,0,839
839,138,835,53092.0,0,840
840,138,200,53092.0,0,841
841,138,245,53092.0,0,842
842,138,836,53092.0,0,843
843,138,297,53092.0,0,844
844,138,837,53092.0,0,845
845,138,387,53092.0,0,846
846,138,88,53092.0,0,847
847,138,205,53092.0,0,848
848,138,268,53092.0,0,849
849,138,838,53092.0,0,850
850,2,73,53180.0,0,851
851,93,277,53193.0,0,852
852,53,154,53374.0,0,853
853,202,99,53377.0,0,854
854,43,169,53406.0,0,855
855,74,240,53508.0,0,856
856,74,231,53508.0,0,857
857,74,16,53508.0,0,858
858,74,839,53508.0,0,859
859,74,334,53508.0,0,860
860,74,546,53508.0,0,861
861,74,116,53508.0,0,862
862,74,474,53508.0,0,863
863,74,478,53508.0,0,864
864,74,575,53508.0,0,865
865,74,603,53508.0,0,866
866,74,301,53508.0,0,867
867,74,79,53508.0,0,868
868,22,34,53560.0,0,869
869,203,289,53597.0,0,870
870,43,75,53782.0,0,871
871,204,91,53835.0,0,872
872,19,69,53881.0,0,873
873,150,133,54420.0,0,874
874,2,73,54564.0,0,875
875,43,14,54778.0,0,876
876,12,571,54912.0,0,877
877,12,264,54912.0,0,878
878,12,558,54912.0,0,879
879,40,159,55021.0,0,880
880,40,208,55021.0,0,881
881,40,371,55021.0,0,882
882,205,394,55044.0,0,883
883,40,304,55062.0,0,884
884,206,100,55093.0,0,885
885,37,33,55137.0,0,886
886,206,100,55163.0,0,887
887,185,75,55535.0,0,888
888,12,181,55675.0,0,889
889,73,174,56866.0,0,890
890,73,174,56885.0,0,891
891,73,174,57035.0,0,892
892,73,207,57054.0,0,893
893,73,174,57054.0,0,894
894,73,174,57058.0,0,895
895,120,130,57132.0,0,896
896,207,73,57304.0,0,897
897,206,95,57446.0,0,898
898,206,155,57446.0,0,899
899,95,445,57523.0,0,900
900,2,193,57958.0,0,901
901,169,649,57985.0,0,902
902,169,486,57985.0,0,903
903,2,209,58189.0,0,904
904,207,85,58249.0,0,905
905,120,145,58250.0,0,906
906,208,200,58969.0,0,907
907,2,73,59088.0,0,908
908,208,40,59101.0,0,909
909,77,104,59169.0,0,910
910,209,2,59320.0,0,911
911,209,174,59366.0,0,912
912,210,235,59550.0,0,913
913,211,486,60004.0,0,914
914,211,649,60004.0,0,915
915,153,3,60729.0,0,916
916,212,343,61113.0,0,917
917,169,165,61295.0,0,918
918,213,73,61539.0,0,919
919,213,2,61539.0,0,920
920,33,37,62063.0,0,921
921,120,89,62134.0,0,922
922,200,208,62266.0,0,923
923,214,201,62896.0,0,924
924,174,217,63009.0,0,925
925,174,19,63152.0,0,926
926,3,153,63661.0,0,927
927,215,58,63875.0,0,928
928,2,73,64795.0,0,929
929,2,217,64795.0,0,930
930,2,213,64795.0,0,931
